id,name,attribute,level,type,atk,def
756652,Doron,EARTH,2,Warrior,900,500
24194033,Dorover,WATER,3,Aqua,900,800
78751195,Doshin @Ignister,EARTH,1,Cyberse,100,800
80776622,DoSolfachord Coolia,WIND,8,Fairy,2700,2500
55226153,DoSolfachord Cutia,EARTH,1,Fairy,100,400
82050203,Dotedotengu,WIND,3,Fiend,0,800
18789533,Dotscaper,EARTH,1,Cyberse,0,2100
44436472,Double Coston,DARK,4,Zombie,1700,1650
93612434,Double Disruptor Dragon,DARK,8,Dragon,2500,1500
64319467,Double Fin Shark,WATER,4,Fish,1000,1200
49684352,Double Iris Magician,DARK,4,Spellcaster,1500,1000
60832978,Double Resonator,FIRE,1,Fiend,0,0
17643265,Double Shark,WATER,4,Fish,1200,1600
55349196,Double-Headed Dino King Rex,EARTH,6,Dinosaur,1600,1200
76382116,"Dovelgus, Generaider Boss of Iron",EARTH,9,Machine,1500,2500
88413677,Doyon @Ignister,DARK,4,Cyberse,400,1600
27995943,Dr. Frankenderp,DARK,3,Psychic,300,300
62706865,Draconnet,DARK,3,Cyberse,1400,1200
42596828,Dracoon Lamp,FIRE,4,Wyrm,500,2000
1498449,Dracotail Faimena,WATER,5,Spellcaster,1300,2500
75003700,Dracotail Lukias,EARTH,4,Spellcaster,1800,700
7375867,Dracotail Mululu,DARK,3,Dragon,1100,1500
44482554,Dracotail Pan,WIND,7,Dragon,2700,1700
84477320,Dracotail Phryxul,LIGHT,2,Spellcaster,800,1500
70871153,Dracotail Urgula,FIRE,6,Dragon,2400,1000
65737274,Dragard,DARK,4,Dragon,1300,1900
45593826,"Draghig, Malebranche of the Burning Abyss",DARK,3,Fiend,1100,900
65472618,"Dragodies, the Empowered Warrior",LIGHT,4,Warrior,1500,1500
48705086,Dragolithia Kunzite,EARTH,8,Dragon,0,0
76218313,Dragon Buster Destruction Sword,DARK,1,Dragon,400,300
38955728,Dragon Core Hexer,DARK,8,Dragon,2300,3000
76066541,Dragon Dowser,EARTH,4,Wyrm,1500,1500
21970285,Dragon Horn Hunter,DARK,6,Warrior,2300,1000
64262809,Dragon Ice,WATER,5,Dragon,1800,2200
87835759,Dragon Knight of Creation,LIGHT,4,Dragon,1800,600
63018132,Dragon Manipulator,EARTH,3,Warrior,700,800
96823189,Dragon of Pride and Soul,DARK,8,Dragon,2500,2500
55763552,Dragon Piper,FIRE,3,Pyro,200,1800
80513550,Dragon Queen of Tragic Endings,DARK,6,Dragon,1900,2600
28563545,Dragon Seeker,DARK,6,Fiend,2000,2100
45467446,Dragon Spirit of White,LIGHT,8,Dragon,2500,2000
9197735,Dragon Statue,EARTH,3,Warrior,1100,900
66672569,Dragon Zombie,DARK,3,Zombie,1600,0
84462118,Dragonbite,DARK,4,Insect,1000,1000
45667991,Dragoncaller Magician,DARK,7,Spellcaster,2400,1000
83980492,Dragong,EARTH,4,Machine,500,2100
78009994,Dragonic Guard,FIRE,4,Dragon,1500,1800
38109772,Dragonic Knight,FIRE,7,Dragon,2800,2300
3837261,Dragonic Warrior,FIRE,4,Dragon,1500,1000
12163590,Dragonmaid Cehrmba,DARK,9,Dragon,2800,1800
76782778,Dragonmaid Ernus,EARTH,7,Dragon,2600,1600
15848542,Dragonmaid Lorpar,WIND,8,Dragon,2700,1700
49575521,Dragonmaid Nudyarl,WATER,7,Dragon,2600,1600
42055234,Dragonmaid Tinkhec,FIRE,8,Dragon,2700,1700
92870717,"Dragonox, the Empowered Warrior",DARK,4,Warrior,1500,1500
51531505,Dragonpit Magician,WATER,7,Spellcaster,900,2700
15146890,Dragonpulse Magician,EARTH,4,Spellcaster,1800,900
9069157,Dragonroid,WIND,8,Machine,2900,1000
73779005,Dragoons of Draconia,FIRE,4,Beast-Warrior,1800,200
36870345,Dragunity Aklys,WIND,2,Dragon,1000,800
88361177,Dragunity Angusticlavii,WIND,5,Winged Beast,2100,1000
53184342,Dragunity Arma Gram,WIND,10,Dragon,2900,2200
63487632,Dragunity Arma Leyvaten,WIND,8,Dragon,2600,1200
876330,Dragunity Arma Mystletainn,WIND,6,Dragon,2100,1500
54455664,Dragunity Brandistock,WIND,1,Dragon,600,400
99594764,Dragunity Corsesca,WIND,1,Dragon,800,700
29253591,Dragunity Couse,WIND,2,Dragon,1000,200
13361027,Dragunity Darkspear,WIND,3,Dragon,1000,1000
28183605,Dragunity Dux,WIND,4,Winged Beast,1500,1000
8039562,Dragunity Falchion,WIND,2,Dragon,1300,1200
69975751,Dragunity Guisarme,WIND,3,Dragon,600,1600
80549379,Dragunity Javelin,WIND,2,Dragon,1200,800
89172051,Dragunity Legatus,WIND,4,Winged Beast,1800,1200
54578613,Dragunity Legionnaire,WIND,3,Winged Beast,1200,800
81661951,Dragunity Militum,WIND,4,Winged Beast,1700,1200
25988873,Dragunity Partisan,WIND,2,Dragon,1200,800
59755122,Dragunity Phalanx,WIND,2,Dragon,500,1100
52977572,Dragunity Pilum,WIND,3,Dragon,1400,1000
18060565,Dragunity Primus Pilus,WIND,5,Winged Beast,2200,1600
71645463,Dragunity Quirinus,WIND,4,Winged Beast,1200,1200
26577155,Dragunity Remus,WIND,2,Dragon,800,800
92868896,Dragunity Senatus,WIND,4,Winged Beast,1800,600
81962318,Dragunity Tribus,WIND,1,Winged Beast,500,300
81096431,Drake Shark,WATER,4,Fish,1400,1050
99456344,Dramaturge of Despia,DARK,8,Fairy,3000,1500
101304027,Draselea the Blood Tree Dragon Princess,DARK,1,Plant,0,0
51925772,Dread Dragon,FIRE,2,Dragon,1100,400
66973070,Dreadscythe Harvester,WIND,8,Insect,2300,1600
5068132,Dream Cicada,WIND,3,Insect,300,1300
13215230,Dream Clown,EARTH,3,Warrior,1200,900
6180710,Dream Shark,WATER,5,Fish,0,2600
70155677,Dreaming Nemleria,LIGHT,1,Fairy,0,1500
16893370,"Dreaming Reality of Nemleria, Realized",LIGHT,10,Fairy,1500,3000
8687195,Dreamsprite,LIGHT,2,Plant,300,200
94982447,"Dreiath III, the True Dracocavalry General",EARTH,6,Wyrm,2100,2800
98248208,"Driangle, Dragon of the Dark Deep",WATER,10,Sea Serpent,2100,3100
46221535,Drill Armed Dragon,WIND,3,Dragon,1100,400
24137081,Drill Barnacle,WATER,3,Aqua,300,0
88733579,Drill Bug,EARTH,2,Insect,1100,200
56286179,Drill Synchron,EARTH,3,Machine,800,300
99050989,Drillago,DARK,4,Machine,1600,1100
71218746,Drillroid,EARTH,4,Machine,1600,1600
94145021,Droll & Lock Bird,WIND,1,Spellcaster,0,0
97973387,Droll Bird,WIND,2,Winged Beast,600,500
16353197,Drooling Lizard,EARTH,3,Reptile,900,800
97148796,Drytron Alpha Thuban,LIGHT,1,Machine,2000,0
33543890,Drytron Beta Rastaban,LIGHT,1,Machine,2000,0
22420202,Drytron Delta Altais,LIGHT,1,Machine,2000,0
60037599,Drytron Gamma Eltanin,LIGHT,1,Machine,2000,0
56863746,Drytron Meteonis DA Draconids,LIGHT,12,Machine,5000,5000
69815951,Drytron Meteonis Draconids,LIGHT,12,Machine,4000,4000
95209656,Drytron Meteonis Quadrantids,LIGHT,12,Machine,4000,4000
22435424,Drytron Nu II,LIGHT,1,Machine,2000,0
96026108,Drytron Zeta Aldhibah,LIGHT,1,Machine,2000,0
7445307,Dual Assembwurm,DARK,8,Cyberse,2800,1000
11759079,Dual Avatar Feet - Kokoku,LIGHT,3,Warrior,800,2000
85360035,Dual Avatar Fists - Yuhi,LIGHT,4,Warrior,1800,1000
11335209,"Duamutef, Blessing of Horus",WATER,8,Beast,0,0
43803845,Duck Dummy,WATER,1,Winged Beast,0,0
54813225,Duck Fighter,WIND,3,Machine,1300,1400
14506878,DUCKER Mobile Cannon,LIGHT,3,Machine,500,500
85154941,Duke Archfiend,WATER,4,Fiend,0,2000
12766474,"Duke Shade, the Sinister Shadow Lord",DARK,4,Fiend,500,2000
13532663,Dummy Golem,EARTH,2,Rock,800,800
12493482,Dunames Dark Witch,LIGHT,4,Fairy,1800,1050
51228280,Dungeon Worm,EARTH,5,Insect,1800,1500
43017476,Duoterion,WATER,5,Dinosaur,2000,1400
46239604,Dupe Frog,WATER,2,Aqua,100,2000
35195612,Dust Knight,EARTH,4,Warrior,1400,1200
20137754,Duza the Meteor Cubic Vessel,LIGHT,4,Machine,1600,1600
13455953,Dverg of the Nordic Alfar,EARTH,1,Warrior,100,1000
67310848,Dwarf Star Dragon Planeter,LIGHT,4,Dragon,1700,1200
46508640,Dweller in the Depths,EARTH,3,Dragon,1500,700
39396763,Dyna Base,EARTH,4,Machine,0,2100
25123713,"Dyna, Hero Fur Hire",EARTH,6,Beast-Warrior,2500,1400
7409792,Dynatherium,WIND,4,Beast,1600,600
52085072,Dystopia the Despondent,DARK,12,Fiend,5000,5000
6330307,DZW - Chimera Clad,DARK,1,Fiend,0,0
49139666,E Stranger Big Bang,LIGHT,5,Warrior,2100,500
53693416,Eagle Eye,WIND,3,Winged Beast,1300,1200
7500772,Eagle Shark,WATER,5,Fish,1000,1800
9416697,"Eanoc, Sentry of the Ghoti",WATER,6,Fish,2100,0
22812068,Earth Armor Ninja,EARTH,5,Warrior,1600,1200
53461122,Earth Effigy,EARTH,4,Rock,100,2000
45836982,Earthbound Greater Linewalker,DARK,8,Fiend,2900,2900
10875327,Earthbound Immortal Aslla piscu,DARK,10,Winged Beast,2500,2500
46263076,Earthbound Immortal Ccapac Apu,DARK,10,Fiend,3000,2500
79798060,Earthbound Immortal Ccarayhua,DARK,10,Reptile,2800,1800
69931927,Earthbound Immortal Chacu Challhua,DARK,10,Fish,2900,2400
33537328,Earthbound Immortal Cusillu,DARK,10,Beast,2800,2400
5267507,Earthbound Immortal Red Nova,DARK,12,Fiend,3500,3000
15187079,Earthbound Immortal Uru,DARK,10,Insect,3000,3000
41181774,Earthbound Immortal Wiraqocha Rasca,DARK,10,Winged Beast,100,100
67987302,Earthbound Linewalker,DARK,4,Fiend,1200,1900
46939151,Earthbound Prisoner Ground Keeper,DARK,1,Fiend,300,300
19322865,Earthbound Prisoner Line Walker,DARK,3,Fiend,800,1100
72323266,Earthbound Prisoner Stone Sweeper,DARK,5,Fiend,1600,1600
67105242,Earthbound Spirit,EARTH,4,Fiend,500,2000
61864793,Earthquake Giant,EARTH,5,Rock,1600,2100
63845230,Eater of Millions,DARK,1,Fiend,-1,-1
46128076,Ebon Magician Curran,DARK,2,Spellcaster,1200,0
16825874,Eccentric Boy,WIND,3,Spellcaster,800,200
51858306,Eclipse Wyvern,LIGHT,4,Dragon,1600,1000
4192696,"Eco, Mystical Spirit of the Forest",EARTH,4,Plant,1700,1000
96352326,Eda the Sun Magician,EARTH,4,Spellcaster,1500,1500
95457011,Edea the Heavenly Squire,LIGHT,1,Warrior,800,1000
61173621,Edge Imp Chain,DARK,4,Fiend,1200,1800
73240432,Edge Imp Cotton Eater,DARK,7,Fiend,2400,1600
34566435,Edge Imp Frightfuloid,DARK,4,Fiend,1300,1300
30068120,Edge Imp Sabres,DARK,3,Fiend,1200,800
34688023,Edge Imp Saw,DARK,3,Fiend,500,1000
29280589,Edge Imp Scythe,DARK,3,Fiend,1000,0
97567736,Edge Imp Tomahawk,DARK,4,Fiend,1800,800
97268402,Effect Veiler,LIGHT,1,Spellcaster,0,0
96914272,Egotistical Ape,EARTH,5,Beast,1200,1200
44178886,"Ehren, Lightsworn Monk",LIGHT,4,Warrior,1600,1000
96570609,Ehther the Heavenly Monarch,LIGHT,8,Fairy,2800,1000
31596518,Eidos the Underworld Monarch,DARK,6,Spellcaster,2400,1000
59463312,Eidos the Underworld Squire,DARK,2,Spellcaster,800,1000
88039509,Einroid,EARTH,1,Machine,200,1800
35283277,Eka the Flame Buddy,FIRE,4,Warrior,1500,200
29570824,"Ekto Enneacraft - ""tromarIA""",EARTH,1,Machine,100,1000
6367785,Eldeen,LIGHT,3,Spellcaster,950,1000
61737116,Elder of the Six Samurai,EARTH,3,Warrior,400,0
95440946,Eldlich the Golden Lord,LIGHT,10,Zombie,2500,2800
95824983,Electric Jellyfish,WATER,4,Aqua,1400,1700
55875323,Electric Lizard,EARTH,3,Thunder,850,800
11324436,Electric Snake,LIGHT,3,Thunder,800,900
24725825,Electric Virus,LIGHT,3,Thunder,1000,1000
9107531,Electro Blaster,FIRE,4,Machine,1800,1400
58680635,Electrode Beast Anion,LIGHT,2,Thunder,300,100
21291696,Electrode Beast Cation,LIGHT,2,Thunder,300,100
7914843,Electromagnetic Bagworm,LIGHT,3,Insect,200,1400
34710660,Electromagnetic Turtle,LIGHT,4,Machine,0,1800
79514956,Elegy the Melodious Diva,LIGHT,5,Fairy,2000,1200
23118924,Element Doom,DARK,4,Fiend,1500,1200
30314994,Element Dragon,LIGHT,4,Dragon,1500,1200
65260293,Element Magician,LIGHT,4,Spellcaster,1500,1200
92755808,Element Saurus,DARK,4,Dinosaur,1500,1200
66712593,Element Soldier,DARK,4,Fiend,1500,1200
97623219,Element Valkyrie,LIGHT,4,Fairy,1500,1200
32965616,Elemental Grace Doriado,LIGHT,9,Spellcaster,0,0
21844576,Elemental HERO Avian,WIND,3,Warrior,1000,1000
59793705,Elemental HERO Bladedge,EARTH,7,Warrior,2600,1800
63060238,Elemental HERO Blazeman,FIRE,4,Warrior,1200,1800
79979666,Elemental HERO Bubbleman,WATER,4,Warrior,800,1200
58932615,Elemental HERO Burstinatrix,FIRE,3,Warrior,1200,800
80908502,Elemental HERO Captain Gold,LIGHT,4,Warrior,2100,800
84327329,Elemental HERO Clayman,EARTH,4,Warrior,800,2000
69572169,Elemental HERO Flash,LIGHT,4,Warrior,1100,1600
98266377,Elemental HERO Heat,FIRE,4,Pyro,1600,1200
14124483,Elemental HERO Honest Neos,LIGHT,7,Warrior,2500,2000
41077745,Elemental HERO Ice Edge,WATER,3,Warrior,800,900
62107981,Elemental HERO Knospe,EARTH,3,Plant,600,1000
95362816,Elemental HERO Lady Heat,FIRE,4,Pyro,1300,1000
59392529,Elemental HERO Liquid Soldier,WATER,4,Warrior,1400,1300
89252153,Elemental HERO Necroshade,DARK,5,Warrior,1600,1800
5285665,Elemental HERO Neo Bubbleman,WATER,4,Warrior,800,1200
89943723,Elemental HERO Neos,LIGHT,7,Warrior,2500,2000
69884162,Elemental HERO Neos Alius,LIGHT,4,Warrior,1900,1300
37195861,Elemental HERO Ocean,WATER,4,Warrior,1500,1200
51085303,Elemental HERO Poison Rose,EARTH,6,Plant,1900,2000
89312388,Elemental HERO Prisma,LIGHT,4,Warrior,1700,1100
50720316,Elemental HERO Shadow Mist,DARK,4,Warrior,1000,1500
45195443,Elemental HERO Solid Soldier,EARTH,4,Warrior,1300,1100
20721928,Elemental HERO Sparkman,LIGHT,4,Warrior,1600,1400
13256226,Elemental HERO Spirit of Neos,LIGHT,7,Warrior,2500,2000
40044918,Elemental HERO Stratos,WIND,4,Warrior,1800,300
9327502,Elemental HERO Voltic,LIGHT,4,Thunder,1000,1500
86188410,Elemental HERO Wildheart,EARTH,4,Warrior,1500,1600
75434695,Elemental HERO Woodsman,EARTH,4,Warrior,1000,2000
99414168,Elemental Mistress Doriado,LIGHT,3,Spellcaster,1200,1400
83032858,Elementsaber Aina,EARTH,2,Warrior,900,1800
18214905,Elementsaber Lapauila,LIGHT,4,Warrior,400,2100
71797713,Elementsaber Lapauila Mana,LIGHT,6,Warrior,2400,2100
19036557,Elementsaber Makani,WIND,2,Warrior,1300,1200
72819261,Elementsaber Malo,FIRE,3,Warrior,1700,200
45702014,Elementsaber Molehu,DARK,4,Warrior,1900,0
46425662,Elementsaber Nalu,WATER,3,Warrior,1500,1000
85166216,Elephant Statue of Blessing,EARTH,3,Rock,1500,0
12160911,Elephant Statue of Disaster,EARTH,3,Rock,1500,0
88845345,Elephun,EARTH,2,Beast,500,300
59581480,Elvennotes Dyina,WATER,6,Spellcaster,2400,1800
85976588,Elvennotes Fortona,LIGHT,6,Spellcaster,2200,1800
13597785,Elvennotes Lucina,FIRE,6,Spellcaster,2500,1800
12375297,Elvennotes Power Patron,FIRE,1,Fiend,300,200
101304014,Elvennotes Regina,WIND,6,Spellcaster,2000,1800
61980241,Elzette of the White Forest,LIGHT,2,Spellcaster,0,0
38648860,"Elzette, Azamina of the White Forest",LIGHT,2,Illusion,0,0
48017189,EM:P Meowmine,DARK,2,Cyberse,800,0
64154377,Embryonic Beast,DARK,2,Fiend,500,750
43580269,Emes the Infinity,LIGHT,7,Machine,2500,2000
87003671,"Emilia, Dance Priestess of the Nekroz",WATER,4,Spellcaster,1600,800
42685062,Emissary from Pandemonium,EARTH,7,Fiend,2600,1800
87462901,Emissary from the House of Wax,FIRE,3,Illusion,800,1800
75043725,Emissary of the Afterlife,DARK,4,Fiend,1600,600
6103294,Emissary of the Oasis,LIGHT,3,Spellcaster,600,400
33022867,Emperor Maju Garzett,DARK,9,Fiend,0,0
501000007,Emperor of Lightning,LIGHT,8,Thunder,2600,2600
53136004,Emperor of Prophecy,DARK,5,Spellcaster,2300,2000
11250655,Emperor of the Land and Sea,WATER,5,Reptile,1800,1500
21672573,Emperor Sem,LIGHT,4,Fiend,1300,2200
20560620,Emperor Tanuki's Critter Count,DARK,1,Fiend,0,1600
58818411,Empress Mantis,WIND,6,Insect,2200,1400
55965529,"Enato Enneacraft - ""oknirIA""",EARTH,1,Machine,100,1000
75376965,Enchanting Mermaid,WATER,3,Fish,1200,900
3739500,End of the World Ruler,DARK,10,Fiend,3000,2900
7845138,Endless Decay,DARK,5,Zombie,-1,0
9482987,"Endymion, the Magistus of Mastery",WATER,4,Spellcaster,1300,1700
40732515,"Endymion, the Master Magician",DARK,7,Spellcaster,2700,1700
3611830,"Endymion, the Mighty Master of Magic",DARK,7,Spellcaster,2800,1700
72631243,Energy Bravery,LIGHT,4,Warrior,1700,1200
50078320,Engraver of the Mark,DARK,4,Spellcaster,1800,1200
38280762,"Enishi, Shien's Chancellor",LIGHT,6,Warrior,2200,1200
82359538,Enneacraft - Aiza.LEON,LIGHT,9,Machine,3000,2500
81237046,Enneacraft - Archa.TAIL,LIGHT,9,Machine,3000,2500
28454232,Enneacraft - Asta.PIXEA,LIGHT,9,Machine,3000,2500
101304020,Enneacraft - Atil.SPIA,LIGHT,9,Machine,3000,2500
54842941,Enneacraft - Atori.MAR,LIGHT,9,Machine,3000,2500
76909279,Enraged Battle Ox,EARTH,4,Beast-Warrior,1700,1000
91862578,Enraged Muka Muka,EARTH,5,Rock,1200,600
38695361,Envoy of Chaos,DARK,4,Warrior,1500,0
51611041,"Epigonen, the Impersonation Invader",LIGHT,7,Rock,2000,2000
52566270,Epsilon The Magnet Warrior,EARTH,4,Rock,1300,1500
23064604,Erebus the Underworld Monarch,DARK,8,Zombie,2800,1000
15746348,Eria the Water Channeler,WATER,5,Spellcaster,1850,1500
74364659,Eria the Water Charmer,WATER,3,Spellcaster,500,1500
7407724,Erica the Rikka Fairy,WATER,6,Plant,2400,1000
24326617,Escher the Frost Vassal,WATER,4,Aqua,800,1000
99070951,Esper Girl,EARTH,2,Psychic,500,300
11460577,Etoile Cyber,EARTH,4,Warrior,1200,1600
71228611,Eucalyptus Mole,EARTH,3,Plant,300,1300
40177746,Eva,LIGHT,1,Fairy,500,200
32013448,Evening Twilight Knight,DARK,4,Warrior,500,2000
45222299,Evigishki Gustkraken,WATER,6,Aqua,2400,1000
71203602,Evigishki Levianima,WATER,8,Aqua,2700,1500
11877465,Evigishki Mind Augus,WATER,6,Aqua,2500,2000
88926295,Evigishki Neremanas,WATER,10,Spellcaster,3000,1800
57272170,Evigishki Soul Ogre,WATER,8,Aqua,2800,2800
21496848,Evigishki Tetrogre,WATER,6,Aqua,2600,2100
8400623,Evil Dragon Ananta,DARK,8,Reptile,-1,-1
13650422,Evil HERO Adusted Gold,LIGHT,4,Fiend,2100,800
30583090,Evil HERO Dead-End Prison,LIGHT,4,Rock,1700,1100
95943058,Evil HERO Infernal Gainer,EARTH,4,Fiend,1600,0
50304345,Evil HERO Infernal Prodigy,DARK,2,Fiend,300,600
76978105,Evil HERO Infernal Rider,WIND,6,Fiend,2100,800
58554959,Evil HERO Malicious Edge,EARTH,7,Fiend,2600,1800
45659520,Evil HERO Sinister Necrom,DARK,5,Fiend,1600,1800
3598351,Evil HERO Toxic Bubble,WATER,4,Fiend,800,1200
35095329,Evil HERO Vicious Claws,DARK,7,Fiend,2500,2500
85431040,Evil Thorn,DARK,1,Plant,100,300
62098216,Evil★Twins Ki-sikil & Lil-la,DARK,8,Fiend,2200,2200
42679662,Evilswarm Azzathoth,DARK,4,Reptile,750,1950
79785958,Evilswarm Castor,DARK,4,Warrior,1750,550
77841719,Evilswarm Coppelia,DARK,6,Machine,2450,2050
31456110,Evilswarm Golem,DARK,5,Rock,2150,1250
77542832,Evilswarm Heliotrope,DARK,4,Rock,1950,650
35209994,Evilswarm Hraesvelg,DARK,4,Winged Beast,1150,1850
4756629,Evilswarm Kerykeion,DARK,4,Spellcaster,1600,1550
40921545,Evilswarm Ketos,DARK,4,Aqua,1750,1050
8814959,Evilswarm Mandragora,DARK,4,Plant,1550,1450
72429240,Evilswarm O'lantern,DARK,4,Pyro,1650,1250
5284653,Evilswarm Obliviwisp,DARK,4,Pyro,450,2050
4058065,Evilswarm Salamandra,DARK,4,Dinosaur,1850,950
78663366,Evilswarm Thunderbird,DARK,4,Thunder,1650,1050
3536537,Evilswarm Zahak,DARK,4,Dragon,1850,850
96872283,Evocator Chevalier,FIRE,4,Warrior,1900,900
16146511,Evocator Eveque,FIRE,4,Warrior,1500,1000
80651316,Evolsaur Cerato,FIRE,4,Dinosaur,1900,1400
39672388,Evolsaur Darwino,FIRE,5,Dinosaur,2200,700
17045014,Evolsaur Diplo,FIRE,4,Dinosaur,1600,800
23234094,Evolsaur Elias,FIRE,6,Dinosaur,100,2400
15171722,Evolsaur Lios,FIRE,4,Dinosaur,1600,400
16480084,Evolsaur Pelta,FIRE,4,Dinosaur,1100,2000
69633792,Evolsaur Terias,FIRE,6,Dinosaur,2400,600
54266211,Evolsaur Vulcano,FIRE,4,Dinosaur,1200,1000
56240989,Evoltile Casinerio,FIRE,3,Reptile,1600,400
91903221,Evoltile Elginero,FIRE,2,Reptile,0,0
55488859,Evoltile Gephyro,FIRE,1,Reptile,200,400
3283679,Evoltile Lagosucho,FIRE,3,Reptile,1200,500
13046291,Evoltile Megachirella,FIRE,1,Reptile,0,0
88095331,Evoltile Najasho,FIRE,2,Reptile,100,2000
28877602,Evoltile Odonto,FIRE,2,Reptile,500,1200
89776023,Evoltile Pholis,FIRE,2,Reptile,900,300
20855340,Evoltile Pleuro,FIRE,1,Reptile,200,200
81873903,Evoltile Westlo,FIRE,3,Reptile,700,1900
53180020,"Exa, Enforcer of the Nekroz",WATER,5,Dragon,2000,1000
63749102,Exarion Universe,DARK,4,Beast-Warrior,1800,1900
74131780,Exiled Force,EARTH,4,Warrior,1000,1000
12600382,Exodia Necross,DARK,4,Spellcaster,1800,0
33396948,Exodia the Forbidden One,DARK,3,Spellcaster,1000,1000
5008836,"Exodia, the Legendary Defender",DARK,10,Spellcaster,-1,-1
13893596,Exodius the Ultimate Forbidden Lord,DARK,10,Spellcaster,-1,0
16474916,Exosister Elis,LIGHT,4,Spellcaster,500,800
79858629,Exosister Irene,LIGHT,4,Spellcaster,400,800
37343995,Exosister Martha,LIGHT,4,Spellcaster,1600,800
5352328,Exosister Sophia,LIGHT,4,Spellcaster,100,800
43863925,Exosister Stella,LIGHT,4,Spellcaster,300,800
20586572,Exploder Dragon,EARTH,3,Dragon,1000,0
31353051,Exploderokket Dragon,DARK,7,Dragon,2000,2000
38210374,Explossum,EARTH,1,Beast,100,100
7080743,Express Train Trolley Olley,EARTH,4,Machine,1800,1000
984114,Expressroid,EARTH,4,Machine,400,1600
34022970,Ext Ryzeal,LIGHT,4,Pyro,500,2000
32391566,Extra Veiler,LIGHT,2,Spellcaster,600,200
38383368,Extraceratops,EARTH,1,Warrior,100,100
55737443,"Exxod, Master of The Guard",EARTH,8,Rock,0,4000
64511793,Eyearmor,EARTH,2,Warrior,600,500
39271553,F.A. Auto Navigator,WIND,1,Machine,0,0
6764709,F.A. Dark Dragster,DARK,7,Machine,0,2000
93449450,F.A. Hang On Mach,WIND,4,Machine,0,1800
67045745,F.A. Sonic Meister,WIND,4,Machine,0,1000
75059201,F.A. Turbo Charger,WIND,6,Machine,0,1500
49655592,F.A. Whip Crosser,WIND,4,Machine,0,1000
12235475,Fabled Ashenveil,LIGHT,4,Fiend,1600,1200
53199020,Fabled Dianaira,LIGHT,8,Fiend,2800,100
86840720,Fabled Dyf,LIGHT,3,Fiend,1400,1700
60434101,Fabled Gallabas,LIGHT,4,Fiend,1500,800
24040093,Fabled Grimro,LIGHT,4,Fiend,1700,1000
19439119,Fabled Krus,LIGHT,2,Fiend,1000,800
97439806,Fabled Kushano,LIGHT,3,Fiend,1100,800
97651498,Fabled Lurrie,LIGHT,1,Fiend,200,400
57630503,Fabled Marcosia,LIGHT,4,Fiend,1700,0
8316661,Fabled Miztoji,LIGHT,2,Fiend,400,200
49633574,Fabled Oltro,LIGHT,2,Fiend,800,500
47217354,Fabled Raven,LIGHT,2,Fiend,1300,1000
72328962,Fabled Soulkius,LIGHT,6,Fiend,2200,2100
46833854,Fabled Topi,LIGHT,1,Fiend,500,200
73040500,Fabled Urustos,LIGHT,4,Fiend,1500,200
48742406,Fairy Archer,LIGHT,3,Fairy,1400,600
44451698,Fairy Archer Ingunar,EARTH,6,Plant,2400,1200
20315854,Fairy Dragon,WIND,4,Dragon,1100,1200
22419772,Fairy Guardian,WIND,3,Fairy,1000,1000
45425051,Fairy King Truesdale,WATER,6,Plant,2200,1500
81563416,Fairy of the Fountain,WATER,4,Aqua,1600,1100
86937530,Fairy Tail - Luna,LIGHT,4,Spellcaster,1850,1000
101304016,Fairy Tail - Matchlille,LIGHT,4,Spellcaster,1850,1000
52022648,Fairy Tail - Rella,LIGHT,4,Spellcaster,1850,1000
65953423,Fairy Tail - Rochka,LIGHT,4,Spellcaster,1850,1000
42921475,Fairy Tail - Sleeper,LIGHT,4,Spellcaster,1850,1000
55623480,Fairy Tail - Snow,LIGHT,4,Spellcaster,1850,1000
68401546,Fairy's Gift,LIGHT,4,Spellcaster,1400,1000
53416326,Fairyant the Circular Sorcerer,WIND,3,Insect,800,1500
37160778,Fairywitch,DARK,3,Spellcaster,800,1000
75582395,Faith Bird,WIND,4,Winged Beast,1500,1100
86170989,Falchion Beta,LIGHT,4,Machine,1200,800
49674183,Fallen Angel of Roses,EARTH,7,Plant,2400,1300
68468459,Fallen of Albaz,DARK,4,Dragon,1800,0
82090807,Fallen of Argyros,DARK,2,Thunder,700,700
87498729,Fallen of the Tistina,WATER,1,Aqua,200,0
73819701,Fallen of the White Dragon,DARK,4,Dragon,1800,0
59011257,Fallin' Cheatah,FIRE,3,Beast,1100,2200
89731911,Familiar Knight,DARK,3,Warrior,1200,1400
31887905,Familiar-Possessed - Aussa,EARTH,4,Spellcaster,1850,1500
21390858,Familiar-Possessed - Dharc,DARK,4,Spellcaster,1850,1500
68881649,Familiar-Possessed - Eria,WATER,4,Spellcaster,1850,1500
4376658,Familiar-Possessed - Hiita,FIRE,4,Spellcaster,1850,1500
40542825,Familiar-Possessed - Lyna,LIGHT,4,Spellcaster,1850,1500
31764353,Familiar-Possessed - Wynn,WIND,4,Spellcaster,1850,1500
101304022,Familiars of the Spiritual Arts,WATER,4,Reptile,1500,200
79176962,Fantastic Striborg,WIND,5,Machine,2200,2200
78661338,Fantastical Dragon Phantazmay,DARK,7,Dragon,2400,1800
36553319,"Farfa, Malebranche of the Burning Abyss",DARK,3,Fiend,1000,1900
54100561,FaSolfachord Fancia,FIRE,4,Fairy,1600,400
34193084,Fear from the Dark,DARK,4,Zombie,1700,1500
